drug_A,drug_B,enzymes,mechanism,severity,in_trial,trial_AEs,in_trueDDI
Clotrimazole,Lenalidomide,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Doxorubicin,Atazanavir,ABCC1,transporter inhibition,Unknown,No,0,Yes
Baclofen,Methotrexate,SLCO1B3? (OATP),transporter inhibition,Unknown,No,0,No
Imatinib,Terazosin,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Acetazolamide,Methotrexate,SLCO1B1 (OATP1B1),transporter inhibition,Unknown,No,0,No
Promethazine,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Phosphonatoformate,Methotrexate,SLCO1B1 (OATP1B1),transporter inhibition,Unknown,No,0,Yes
Methotrexate,Atazanavir,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,Yes
Lidocaine,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Acetaminophen,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Dasatinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Dipyridamole,5-Fluorouracil,ABCC4 (MRP4),transporter inhibition,Unknown,No,0,No
Fentanyl,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Dactinomycin (USP),Cyclophosphamide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Indomethacin,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Rofecoxib,6-Mercaptopurine,ABCC4 (MRP4),transporter inhibition,Unknown,No,0,No
Vincristine,Zoledronic Acid,ABCC1,transporter inhibition,Unknown,No,0,No
Enalapril,Erlotinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Desloratadine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Ibuprofen,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Amlodipine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Clomipramine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
5-Fluorouracil,Telmisartan,ABCG2 (BCRP),transporter inhibition,Unknown,No,0,No
Cyclophosphamide,Doxazosin,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Propranolol,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Furosemide,Tamoxifen,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Methotrexate,Venlafaxine,"ABCB1 (P-gp), ABCG2 (BCRP)","transporter induction, transporter inhibition",Unknown,No,0,No
8-iso Prostaglandin E1,Methotrexate,ABCC4 (MRP4),transporter inhibition,Unknown,No,0,No
Sumatriptan,Tamoxifen,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Mitoxantrone,Promethazine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Imipramine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Cyclophosphamide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Cyclophosphamide,Prazosin,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Verapamil,Carboplatin,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Doxazosin,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Scopolamine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Mitoxantrone,Paroxetine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Dipyridamole,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Dipyridamole,Gefitinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Lansoprazole,Clofarabine,ABCG2 (BCRP),transporter inhibition,Unknown,No,0,No
Enalapril,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Losartan,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxorubicin,Ibuprofen,ABCC1,transporter inhibition,Unknown,No,0,No
Metoprolol,Mitoxantrone,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Buspirone,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Losartan,Methotrexate,SLCO1B1 (OATP1B1),transporter inhibition,Unknown,No,0,No
Carvedilol,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxorubicin,Glibenclamide,ABCC1,transporter inhibition,Unknown,No,0,No
Methotrexate,Terazosin,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Felodipine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Terazosin,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Azelastine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Lamotrigine,Imatinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Pantoprazole,Clofarabine,ABCG2 (BCRP),transporter inhibition,Unknown,No,0,No
Bumetanide,5-Fluorouracil,SLC22A7,transporter inhibition,Unknown,No,0,No
Dactinomycin (USP),Valproic Acid,SLC22A5,transporter inhibition,Unknown,No,0,No
Buspirone,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Pantoprazole,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Cyclophosphamide,Dipyridamole,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Dactinomycin (USP),Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Scopolamine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Loperamide,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Furosemide,Sorafenib,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Mitoxantrone,Zoledronic Acid,ABCC1,transporter inhibition,Unknown,No,0,No
Imatinib,Levetiracetam,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Metoprolol,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Terazosin,Sorafenib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Aspirin,Mitoxantrone,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Ibuprofen,Mitoxantrone,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Methotrexate,Nisoldipine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Aspirin,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Amlodipine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Nadolol,Sorafenib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Paroxetine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Itrizole,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Enalapril,Dasatinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Fluoxetine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Promethazine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Valproic Acid,6-Mercaptopurine,SLCO1B3? (OATP),transporter inhibition,Unknown,No,0,No
Doxazosin,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Furosemide,Vincristine,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Dactinomycin (USP),Amlodipine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Mitomycin C,Gefitinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxorubicin,Arthrotec,ABCC1,transporter inhibition,Unknown,No,0,No
Chlorambucil,Simvastatin,SLCO1A2 (OATP1A2),transporter inhibition,Unknown,No,0,No
Cyclophosphamide,Levetiracetam,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Loratadine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Levetiracetam,Gefitinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Carvedilol,Erlotinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Loperamide,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Vincristine,Lenalidomide,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Methotrexate,Propafenone,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Metoprolol,Arsenic Trioxide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,Yes
Mitoxantrone,Sumatriptan,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Ketoconazole,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Fluoxetine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Vinblastine,Zoledronic Acid,ABCC1,"transporter induction, transporter inhibition",Unknown,No,0,No
Methotrexate,Nitrazepam,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Acetaminophen,Dactinomycin (USP),ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Indomethacin,Carboplatin,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Metformin,Vincristine,SLC22A3,transporter inhibition,Unknown,No,0,No
Nizatidine,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Ibuprofen,6-Mercaptopurine,SLCO1B3? (OATP),transporter inhibition,Unknown,No,0,No
Dipyridamole,Methotrexate,ABCC4 (MRP4),transporter inhibition,Unknown,No,0,No
Loperamide,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Miconazole,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Glibenclamide,Methotrexate,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Propranolol,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxazosin,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Metoprolol,Dasatinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Dactinomycin (USP),Carbamazepine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Dactinomycin (USP),Methotrexate,ABCC1,transporter inhibition,Unknown,No,0,No
Lamotrigine,Tamoxifen,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Telmisartan,Erlotinib,ABCG2 (BCRP),transporter inhibition,Unknown,No,0,No
Carboplatin,Telmisartan,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Nifedipine,Lenalidomide,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Ritonavir,Carboplatin,"ABCC2 (MRP2), ABCG2 (BCRP)","transporter induction, transporter inhibition",Unknown,No,0,Yes
Dipyridamole,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Dipyridamole,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Celecoxib,6-Mercaptopurine,ABCC4 (MRP4),transporter inhibition,Unknown,No,0,No
Felodipine,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Arthrotec,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Levetiracetam,Sorafenib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Carvedilol,Dasatinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Mitoxantrone,Levetiracetam,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Paroxetine,Arsenic Trioxide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Cyclophosphamide,Terazosin,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Fexofenadine,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Verapamil,6-Mercaptopurine,ABCC4 (MRP4),transporter inhibition,Unknown,No,0,No
Dactinomycin (USP),1-(2-Methyl-3-sulfanylpropanoyl)proline,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxazosin,Erlotinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Mitomycin C,Simvastatin,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Diazepam,Mitomycin C,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Carboplatin,Dasatinib,ABCG2 (BCRP),transporter inhibition,Unknown,No,0,No
Lamotrigine,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Vincristine,Telmisartan,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Trimethoprim,Lenalidomide,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Methadone,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Venlafaxine,Carboplatin,ABCG2 (BCRP),transporter induction,Unknown,No,0,No
Methotrexate,Trazodone,ABCB1 (P-gp),transporter induction,Unknown,No,0,No
Clotrimazole,Carboplatin,ABCC2 (MRP2),transporter induction,Unknown,No,0,No
Nifedipine,Carboplatin,ABCC2 (MRP2),transporter induction,Unknown,No,0,No
